DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/06/2019,8:24,BROOKLYN,11206,40.699406,-73.95338,"(40.699406, -73.95338)",FLUSHING AVENUE                 ,LEE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4062884,Station Wagon/Sport Utility Vehicle,,,,
01/06/2019,8:30,,,40.764454,-73.83178,"(40.764454, -73.83178)",35 AVENUE                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4062254,Sedan,Sedan,,,
01/06/2019,8:41,,,40.665134,-73.99669,"(40.665134, -73.99669)",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,4062668,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
01/06/2019,8:48,QUEENS,11375,40.722622,-73.849144,"(40.722622, -73.849144)",YELLOWSTONE BOULEVARD           ,GERARD PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4062331,Sedan,,,,
01/06/2019,8:54,BRONX,10469,40.863586,-73.85483,"(40.863586, -73.85483)",,,2528      YATES AVENUE                  ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4062847,Station Wagon/Sport Utility Vehicle,,,,
01/06/2019,8:57,,,40.789536,-73.98226,"(40.789536, -73.98226)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4062371,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/06/2019,9:00,,,40.667084,-73.78698,"(40.667084, -73.78698)",BAISLEY BOULEVARD               ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4062432,Sedan,Bike,,,
01/06/2019,9:08,BROOKLYN,11228,40.618973,-74.00523,"(40.618973, -74.00523)",BAY RIDGE PARKWAY               ,14 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4062284,Taxi,Station Wagon/Sport Utility Vehicle,,,
01/06/2019,9:15,QUEENS,11385,40.694107,-73.89737,"(40.694107, -73.89737)",CYPRESS AVENUE                  ,COOPER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4062321,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/06/2019,9:18,,,40.619366,-74.00124,"(40.619366, -74.00124)",72 STREET                       ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4062387,Station Wagon/Sport Utility Vehicle,,,,
01/06/2019,9:18,,,40.7699,-73.91608,"(40.7699, -73.91608)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4063024,Tractor Truck Diesel,Tractor Truck Diesel,,,
01/06/2019,9:30,BROOKLYN,11216,40.67729,-73.94296,"(40.67729, -73.94296)",,,1465      PACIFIC STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4062583,Station Wagon/Sport Utility Vehicle,,,,
01/06/2019,9:30,QUEENS,11358,40.76776,-73.78932,"(40.76776, -73.78932)",33 AVENUE                       ,JORDAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4062332,Station Wagon/Sport Utility Vehicle,,,,
01/06/2019,9:30,,,40.66552,-73.74467,"(40.66552, -73.74467)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4062275,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/06/2019,9:30,BRONX,10470,40.904087,-73.84987,"(40.904087, -73.84987)",WHITE PLAINS ROAD               ,SAINT OUEN STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4062784,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/06/2019,9:35,,,40.65431,-74.004425,"(40.65431, -74.004425)",36 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4062365,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/06/2019,9:37,BROOKLYN,11204,40.624065,-73.99063,"(40.624065, -73.99063)",,,1655      60 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4062959,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/06/2019,9:40,,,40.8115,-73.93481,"(40.8115, -73.93481)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,4062276,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,0:00,BRONX,10461,40.8416,-73.84899,"(40.8416, -73.84899)",SAINT PETERS AVENUE             ,MACLAY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063232,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,0:00,BRONX,10468,40.861347,-73.897736,"(40.861347, -73.897736)",GRAND CONCOURSE                 ,EAST 188 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063747,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,0:00,BRONX,10468,40.86727,-73.898865,"(40.86727, -73.898865)",,,2643      DAVIDSON AVENUE               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4063605,Sedan,,,,
01/07/2019,0:00,BROOKLYN,11213,40.669483,-73.94352,"(40.669483, -73.94352)",,,749       EASTERN PARKWAY               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4063223,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,0:00,MANHATTAN,10034,40.865364,-73.92439,"(40.865364, -73.92439)",VERMILYEA AVENUE                ,ACADEMY STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4059089,Sedan,Sedan,,,
01/07/2019,0:00,,,40.657665,-74.00093,"(40.657665, -74.00093)",4 AVENUE                        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4062957,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,0:00,BRONX,10454,40.8057,-73.92475,"(40.8057, -73.92475)",,,91        BRUCKNER BOULEVARD            ,1,0,0,0,0,0,1,0,Alcohol Involvement,Following Too Closely,Unspecified,,,4063026,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
01/07/2019,0:00,BROOKLYN,11208,40.677563,-73.874985,"(40.677563, -73.874985)",CRYSTAL STREET                  ,LIBERTY AVENUE,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,Unspecified,,,4063351,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck,,
01/07/2019,0:01,STATEN ISLAND,10304,40.60635,-74.085144,"(40.60635, -74.085144)",NARROWS ROAD SOUTH              ,SABLE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,4063360,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,0:05,QUEENS,11358,40.762558,-73.79008,"(40.762558, -73.79008)",37 AVENUE                       ,192 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4063029,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,0:07,,,40.802822,-73.930405,"(40.802822, -73.930405)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4062935,Sedan,,,,
01/07/2019,0:10,MANHATTAN,10017,40.752117,-73.977684,"(40.752117, -73.977684)",EAST 42 STREET                  ,PARK AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4065205,Sedan,Taxi,,,
01/07/2019,0:15,,,40.582756,-74.13041,"(40.582756, -74.13041)",ROCKLAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4062558,Sedan,,,,
01/07/2019,0:20,,,40.58902,-74.13867,"(40.58902, -74.13867)",ROCKLAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4063361,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,0:27,QUEENS,11364,40.75328,-73.7511,"(40.75328, -73.7511)",57 ROAD                         ,228 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4062688,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,0:30,QUEENS,11435,40.701775,-73.80794,"(40.701775, -73.80794)",SUTPHIN BOULEVARD               ,JAMAICA AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4064262,,,,,
01/07/2019,0:33,BRONX,10457,40.84774,-73.897675,"(40.84774, -73.897675)",,,1937      WASHINGTON AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4063486,Sedan,Sedan,Sedan,,
01/07/2019,0:35,,,40.870777,-73.81923,"(40.870777, -73.81923)",HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4062578,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,0:40,STATEN ISLAND,10314,40.58902,-74.13867,"(40.58902, -74.13867)",ROCKLAND AVENUE                 ,BRIELLE AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4063228,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,0:55,,,40.758533,-73.98885,"(40.758533, -73.98885)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4064005,Taxi,Taxi,,,
01/07/2019,10:00,BROOKLYN,11204,40.615913,-73.99853,"(40.615913, -73.99853)",,,1669      74 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4063296,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,10:00,BROOKLYN,11224,40.577934,-73.97637,"(40.577934, -73.97637)",,,2875      WEST 8 STREET                 ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4063406,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:00,QUEENS,11361,40.75919,-73.77365,"(40.75919, -73.77365)",,,209-34    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4063060,Sedan,Sedan,,,
01/07/2019,10:00,MANHATTAN,10018,40.754055,-73.99583,"(40.754055, -73.99583)",9 AVENUE                        ,WEST 35 STREET,,1,0,1,0,0,0,0,0,Other Vehicular,,,,,4063033,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,10:05,QUEENS,11106,40.761135,-73.935616,"(40.761135, -73.935616)",,,35-06     21 STREET                     ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4063598,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,10:05,,,40.70083,-73.93314,"(40.70083, -73.93314)",NOLL STREET                     ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4065208,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
01/07/2019,10:10,BRONX,10458,40.8538,-73.88743,"(40.8538, -73.88743)",,,624       CRESCENT AVENUE               ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4063466,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,10:15,MANHATTAN,10036,40.759624,-73.99548,"(40.759624, -73.99548)",WEST 42 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4063678,Box Truck,Box Truck,,,
01/07/2019,10:15,QUEENS,11360,40.783566,-73.77733,"(40.783566, -73.77733)",BELL BOULEVARD                  ,18 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4063120,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:15,QUEENS,11369,40.764187,-73.86258,"(40.764187, -73.86258)",DITMARS BOULEVARD               ,29 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4063124,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:15,,,40.827595,-73.85004,"(40.827595, -73.85004)",BRUCKNER BOULEVARD              ,CASTLE HILL AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4063015,Sedan,Sedan,,,
01/07/2019,10:22,BRONX,10467,40.873234,-73.86821,"(40.873234, -73.86821)",OLINVILLE AVENUE                ,ROSEWOOD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060150,Sedan,Sedan,,,
01/07/2019,10:24,,,40.737785,-73.93496,"(40.737785, -73.93496)",VANDAM STREET                   ,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4063105,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:25,MANHATTAN,10001,40.751442,-74.00333,"(40.751442, -74.00333)",,,551       WEST 28 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4064619,Sedan,,,,
01/07/2019,10:25,MANHATTAN,10001,40.751476,-74.00341,"(40.751476, -74.00341)",,,555       WEST 28 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063680,Sedan,,,,
01/07/2019,10:30,BRONX,10474,40.812813,-73.895935,"(40.812813, -73.895935)",,,720       GARRISON AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063728,Van,Garbage or Refuse,,,
01/07/2019,10:30,MANHATTAN,10022,40.757072,-73.96986,"(40.757072, -73.96986)",3 AVENUE                        ,EAST 52 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063248,Sedan,Pick-up Truck,,,
01/07/2019,10:30,QUEENS,11362,40.760098,-73.72276,"(40.760098, -73.72276)",LITTLE NECK PARKWAY             ,60 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063021,Sedan,Sedan,,,
01/07/2019,10:30,,,40.70978,-73.82043,"(40.70978, -73.82043)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4063178,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:30,BROOKLYN,11203,40.65011,-73.930214,"(40.65011, -73.930214)",UTICA AVENUE                    ,SNYDER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4063379,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:38,,,40.746033,-73.93441,"(40.746033, -73.93441)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,4063245,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
01/07/2019,10:40,BRONX,10465,40.829685,-73.8253,"(40.829685, -73.8253)",EAST TREMONT AVENUE             ,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063230,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:45,BRONX,10455,40.812984,-73.90784,"(40.812984, -73.90784)",,,755       EAST 149 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063048,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:50,MANHATTAN,10018,40.75649,-73.997765,"(40.75649, -73.997765)",10 AVENUE                       ,WEST 37 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4063679,Taxi,Sedan,,,
01/07/2019,10:50,,,40.66496,-73.82226,"(40.66496, -73.82226)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4063083,Sedan,Sedan,,,
01/07/2019,10:50,,,40.542934,-74.199295,"(40.542934, -74.199295)",WOODROW ROAD                    ,POWELL STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4063141,Sedan,Sedan,,,
01/07/2019,10:51,BRONX,10459,40.8208,-73.90268,"(40.8208, -73.90268)",EAST 161 STREET                 ,UNION AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063047,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
01/07/2019,10:52,,,40.70981,-73.82897,"(40.70981, -73.82897)",TALBOT STREET                   ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4063055,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:53,BROOKLYN,11207,40.65958,-73.89247,"(40.65958, -73.89247)",HEGEMAN AVENUE                  ,SHEFFIELD AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4063348,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,10:55,BROOKLYN,11205,40.698067,-73.95873,"(40.698067, -73.95873)",,,33        FRANKLIN AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Failure to Yield Right-of-Way,,,,4063649,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:00,MANHATTAN,10036,40.756138,-73.98318,"(40.756138, -73.98318)",WEST 44 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063985,Box Truck,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:00,QUEENS,11421,40.68874,-73.86093,"(40.68874, -73.86093)",,,80-48     89 AVENUE                     ,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,4063035,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,11:00,,,40.63491,-74.01017,"(40.63491, -74.01017)",61 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063307,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:00,,,40.744465,-73.77179,"(40.744465, -73.77179)",CLEARVIEW EXPRESSWAY            ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4063027,Concrete Mixer,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:00,BROOKLYN,11204,40.62449,-73.97923,"(40.62449, -73.97923)",,,1954      52 STREET                     ,1,0,0,0,0,0,1,0,Drugs (illegal),Unspecified,,,,4063400,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,11:00,,,40.768257,-73.93203,"(40.768257, -73.93203)",31 AVENUE                       ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4063030,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,11:02,BRONX,10469,40.87954,-73.85534,"(40.87954, -73.85534)",EAST 217 STREET                 ,PAULDING AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4063076,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:10,MANHATTAN,10065,40.764244,-73.9555,"(40.764244, -73.9555)",,,505       EAST 68 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4072140,Sedan,Sedan,,,
01/07/2019,11:15,BROOKLYN,11229,40.603245,-73.95949,"(40.603245, -73.95949)",,,1231      AVENUE S                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4063371,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:15,,,40.862755,-73.901085,"(40.862755, -73.901085)",EAST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4063592,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:15,,,40.728695,-73.95158,"(40.728695, -73.95158)",ECKFORD STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063464,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:16,,,40.82815,-73.93491,"(40.82815, -73.93491)",MACOMBS PLACE                   ,WEST 155 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4063670,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:24,MANHATTAN,10128,40.784042,-73.9565,"(40.784042, -73.9565)",MADISON AVENUE                  ,EAST 91 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063551,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:30,QUEENS,11385,40.71363,-73.9179,"(40.71363, -73.9179)",,,49-21     METROPOLITAN AVENUE           ,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,4063627,TRAIL,Pick-up Truck,,,
01/07/2019,11:30,,,40.761585,-73.76086,"(40.761585, -73.76086)",NORTHERN BOULEVARD              ,220 PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4063058,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,11:30,,,40.712,-73.82546,"(40.712, -73.82546)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063329,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:40,MANHATTAN,10121,40.7498,-73.99151,"(40.7498, -73.99151)",,,400       7 AVENUE                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4065222,Taxi,Bus,,,
01/07/2019,11:40,QUEENS,11355,40.751427,-73.82,"(40.751427, -73.82)",GERANIUM AVENUE                 ,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4063271,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,11:40,BROOKLYN,11230,40.620323,-73.96126,"(40.620323, -73.96126)",,,1405      AVENUE L                      ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4063144,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:45,QUEENS,11414,40.665905,-73.85321,"(40.665905, -73.85321)",81 STREET                       ,153 AVENUE,,1,0,0,0,0,0,1,0,Animals Action,Unspecified,,,,4063092,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,11:50,QUEENS,11385,40.700592,-73.85457,"(40.700592, -73.85457)",WOODHAVEN BOULEVARD             ,FOREST PARK DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063043,Bus,Sedan,,,
01/07/2019,11:58,,,40.679035,-73.938515,"(40.679035, -73.938515)",HERKIMER STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4063652,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,12:00,BRONX,10458,40.875168,-73.88493,"(40.875168, -73.88493)",,,181       EAST 205 STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4063593,Station Wagon/Sport Utility Vehicle,Box Truck,,,
01/07/2019,12:00,BRONX,10460,40.8446,-73.88489,"(40.8446, -73.88489)",EAST 179 STREET                 ,CROTONA PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063475,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,12:00,BROOKLYN,11205,40.6905,-73.95906,"(40.6905, -73.95906)",,,455       DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4063651,Sedan,Box Truck,,,
01/07/2019,12:00,QUEENS,11361,40.767757,-73.774185,"(40.767757, -73.774185)",36 AVENUE                       ,213 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063061,EXCAV,Sedan,,,
01/07/2019,12:00,QUEENS,11368,40.753937,-73.85845,"(40.753937, -73.85845)",37 AVENUE                       ,109 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4063131,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,12:08,,,40.63932,-74.02356,"(40.63932, -74.02356)",65 STREET                       ,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4063051,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,12:10,BROOKLYN,11203,40.662453,-73.936584,"(40.662453, -73.936584)",,,781       EAST NEW YORK AVENUE          ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4064114,Sedan,,,,
01/07/2019,12:15,QUEENS,11103,40.764828,-73.91312,"(40.764828, -73.91312)",,,28-41     41 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4063597,Box Truck,,,,
01/07/2019,12:18,QUEENS,11432,40.704697,-73.79681,"(40.704697, -73.79681)",JAMAICA AVENUE                  ,163 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4063375,Sedan,Bus,,,
01/07/2019,12:20,MANHATTAN,10011,40.743225,-74.008644,"(40.743225, -74.008644)",11 AVENUE                       ,WEST 15 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4063682,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,12:30,MANHATTAN,10036,40.759686,-73.9858,"(40.759686, -73.9858)",,,224       WEST 47 STREET                ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4064052,Taxi,Taxi,,,
01/07/2019,12:30,,,40.637997,-74.02136,"(40.637997, -74.02136)",65 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063066,Pick-up Truck,Sedan,,,
01/07/2019,12:30,BROOKLYN,11230,40.63529,-73.958206,"(40.63529, -73.958206)",OCEAN AVENUE                    ,FARRAGUT ROAD,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,4063142,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/07/2019,12:35,BRONX,10462,40.854923,-73.862,"(40.854923, -73.862)",,,2129      MULINER AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4064112,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/07/2019,12:35,MANHATTAN,10027,40.805386,-73.94779,"(40.805386, -73.94779)",,,100       WEST 121 STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,4063656,Station Wagon/Sport Utility Vehicle,,,,
01/07/2019,12:40,BROOKLYN,11232,40.66401,-73.99771,"(40.66401, -73.99771)",3 AVENUE                        ,21 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4063304,Station Wagon/Sport Utility Vehicle,Sedan,,,
