DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/01/2019,0:00,BROOKLYN,11234,40.621563,-73.923996,"(40.621563, -73.923996)",,,5315      AVENUE M                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060629,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,0:00,MANHATTAN,10001,40.745193,-73.99233,"(40.745193, -73.99233)",,,125       WEST 26 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4061671,Van,Box Truck,,,
01/01/2019,0:00,QUEENS,11385,40.702763,-73.87914,"(40.702763, -73.87914)",,,71-42     COOPER AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4061093,Sedan,,,,
01/01/2019,0:00,,,40.68054,-73.88674,"(40.68054, -73.88674)",ARLINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,4060899,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
01/01/2019,0:00,,,40.731983,-73.91912,"(40.731983, -73.91912)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4060421,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,0:00,,,40.738415,-73.84899,"(40.738415, -73.84899)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4060727,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,0:00,,,40.701275,-73.88887,"(40.701275, -73.88887)",MYRTLE AVENUE                   ,65 PLACE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4056364,,,,,
01/01/2019,0:00,,,40.74147,-73.985435,"(40.74147, -73.985435)",PARK AVENUE SOUTH               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4060779,Taxi,Taxi,,,
01/01/2019,0:00,,,40.63921,-74.17126,"(40.63921, -74.17126)",,,55        HOLLAND AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4060523,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,0:00,BROOKLYN,11237,40.706604,-73.92506,"(40.706604, -73.92506)",,,1170      FLUSHING AVENUE               ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4060441,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,0:00,,,40.88271,-73.881256,"(40.88271, -73.881256)",JEROME AVENUE                   ,,,1,0,1,0,0,0,0,0,,,,,,4060692,,,,,
01/01/2019,0:00,,,40.8827,-73.892845,"(40.8827, -73.892845)",SEDGWICK AVENUE                 ,STEVENSON PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4060433,Sedan,Sedan,,,
01/01/2019,0:01,,,40.68337,-73.855286,"(40.68337, -73.855286)",85 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4061165,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
01/01/2019,0:01,,,40.674934,-73.80186,"(40.674934, -73.80186)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4060518,Sedan,Sedan,,,
01/01/2019,0:04,BRONX,10453,40.857708,-73.9043,"(40.857708, -73.9043)",JEROME AVENUE                   ,BUCHANAN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060479,Sedan,Taxi,,,
01/01/2019,0:05,BROOKLYN,11207,40.662674,-73.89738,"(40.662674, -73.89738)",RIVERDALE AVENUE                ,WILLIAMS AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,,4060741,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
01/01/2019,0:15,BRONX,10469,40.8721,-73.849884,"(40.8721, -73.849884)",EAST GUN HILL ROAD              ,BOUCK AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,,4061761,Sedan,Sedan,Pick-up Truck,Station Wagon/Sport Utility Vehicle,
01/01/2019,0:15,BROOKLYN,11216,40.677025,-73.95268,"(40.677025, -73.95268)",BEDFORD AVENUE                  ,DEAN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4061655,Sedan,Sedan,,,
01/01/2019,0:19,BROOKLYN,11230,40.61129,-73.974304,"(40.61129, -73.974304)",,,265       AVENUE O                      ,1,0,1,0,0,0,0,0,Unspecified,,,,,4060513,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,0:20,QUEENS,11377,40.743137,-73.915855,"(40.743137, -73.915855)",ROOSEVELT AVENUE                ,49 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4060563,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,0:25,BRONX,10457,40.852947,-73.9032,"(40.852947, -73.9032)",,,2064      GRAND CONCOURSE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060486,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,0:27,BRONX,10455,40.81327,-73.905136,"(40.81327, -73.905136)",UNION AVENUE                    ,EAST 150 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060432,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,0:28,,,40.66551,-73.992775,"(40.66551, -73.992775)",PROSPECT AVENUE                 ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4060474,Sedan,Sedan,,,
01/01/2019,0:40,,,40.673767,-73.76381,"(40.673767, -73.76381)",BEDELL STREET                   ,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060515,Sedan,Sedan,,,
01/01/2019,0:45,,,40.739574,-73.79167,"(40.739574, -73.79167)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4060417,Sedan,Sedan,,,
01/01/2019,0:55,QUEENS,11434,40.665394,-73.77118,"(40.665394, -73.77118)",,,177-15    145 AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060422,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,10:00,BROOKLYN,11214,40.60411,-73.99433,"(40.60411, -73.99433)",,,2112      84 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4062388,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,10:00,STATEN ISLAND,10306,40.561756,-74.122314,"(40.561756, -74.122314)",GUYON AVENUE                    ,FLINT STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4060534,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,10:00,STATEN ISLAND,10306,40.568592,-74.120834,"(40.568592, -74.120834)",,,42        CANNON BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060535,Sedan,,,,
01/01/2019,10:00,,,40.61269,-73.982666,"(40.61269, -73.982666)",BAY PARKWAY                     ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4060561,Sedan,Bus,,,
01/01/2019,10:05,,,40.789528,-73.820435,"(40.789528, -73.820435)",CROSS ISLAND PARKWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,,,,,4060500,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,10:10,BRONX,10458,40.86709,-73.88575,"(40.86709, -73.88575)",OLIVER PLACE                    ,DECATUR AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4061894,,,,,
01/01/2019,10:17,BROOKLYN,11225,40.661964,-73.95705,"(40.661964, -73.95705)",BEDFORD AVENUE                  ,LEFFERTS AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4060494,Sedan,Sedan,,,
01/01/2019,10:23,QUEENS,11369,40.75868,-73.87552,"(40.75868, -73.87552)",93 STREET                       ,32 AVENUE,,1,0,0,0,0,0,1,0,Failure to Keep Right,Failure to Keep Right,,,,4059208,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,10:30,BRONX,10460,40.835396,-73.8868,"(40.835396, -73.8868)",,,1665      VYSE AVENUE                   ,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,4060608,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,10:40,STATEN ISLAND,10310,40.637386,-74.11403,"(40.637386, -74.11403)",,,644       HENDERSON AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060719,Sedan,Sedan,,,
01/01/2019,10:55,QUEENS,11354,40.769093,-73.8258,"(40.769093, -73.8258)",143 STREET                      ,32 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4060567,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,11:00,BROOKLYN,11235,40.5839,-73.93874,"(40.5839, -73.93874)",EMMONS AVENUE                   ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060614,Sedan,,,,
01/01/2019,11:00,MANHATTAN,10002,40.714222,-73.994865,"(40.714222, -73.994865)",MARKET STREET                   ,DIVISION STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4060671,Taxi,Sedan,,,
01/01/2019,11:00,QUEENS,11362,40.753036,-73.73947,"(40.753036, -73.73947)",65 AVENUE                       ,240 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4061394,Sedan,,,,
01/01/2019,11:00,QUEENS,11385,40.698704,-73.89974,"(40.698704, -73.89974)",,,1811      NORMAN STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4065827,Sedan,,,,
01/01/2019,11:00,QUEENS,11421,40.689842,-73.850075,"(40.689842, -73.850075)",WOODHAVEN BOULEVARD             ,91 AVENUE,,1,0,0,0,0,0,1,0,Driver Inexperience,,,,,4061133,Sedan,,,,
01/01/2019,11:15,,,40.657555,-73.894196,"(40.657555, -73.894196)",LINDEN BOULEVARD                ,MALTA STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4061659,Sedan,Tanker,,,
01/01/2019,11:25,BROOKLYN,11230,40.6249,-73.96403,"(40.6249, -73.96403)",,,1203      AVENUE J                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060885,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,11:26,QUEENS,11354,40.763687,-73.81444,"(40.763687, -73.81444)",150 STREET                      ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4060569,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,11:30,BRONX,10475,40.879353,-73.83456,"(40.879353, -73.83456)",,,3300      BOLLER AVENUE                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4060651,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,11:30,,,40.740784,-73.815,"(40.740784, -73.815)",KISSENA BOULEVARD               ,59 AVENUE,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4060571,Sedan,Taxi,,,
01/01/2019,11:45,QUEENS,11372,40.75556,-73.88523,"(40.75556, -73.88523)",,,82-10     NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4063126,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,11:51,BROOKLYN,11249,40.721428,-73.957596,"(40.721428, -73.957596)",,,90        NORTH 11 STREET               ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4063465,Sedan,Sedan,,,
01/01/2019,12:00,BRONX,10463,40.87078,-73.90686,"(40.87078, -73.90686)",BAILEY AVENUE                   ,WEST 193 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060867,Sedan,,,,
01/01/2019,12:00,MANHATTAN,10013,40.71941,-73.99633,"(40.71941, -73.99633)",,,154       MOTT STREET                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060666,Sedan,,,,
01/01/2019,12:00,,,40.878483,-73.86163,"(40.878483, -73.86163)",EAST 213 STREET                 ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4060655,Sedan,Sedan,,,
01/01/2019,12:00,,,40.72562,-73.762535,"(40.72562, -73.762535)",GRAND CENTRAL PARKWAY           ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4060499,Sedan,,,,
01/01/2019,12:00,BRONX,10465,40.836643,-73.82129,"(40.836643, -73.82129)",,,1155      VINCENT AVENUE                ,1,0,1,0,0,0,0,0,Unspecified,,,,,4060504,Sedan,,,,
01/01/2019,12:05,,,40.86235,-73.89997,"(40.86235, -73.89997)",MORRIS AVENUE                   ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4060640,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,12:15,QUEENS,11362,40.761444,-73.73337,"(40.761444, -73.73337)",THORNHILL AVENUE                ,54 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4060493,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,12:15,QUEENS,11368,40.74114,-73.85747,"(40.74114, -73.85747)",,,53-19     103 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,4060729,Sedan,,,,
01/01/2019,12:17,,,40.734978,-73.8614,"(40.734978, -73.8614)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4060728,Station Wagon/Sport Utility Vehicle,Taxi,,,
01/01/2019,12:26,QUEENS,11422,40.66561,-73.73568,"(40.66561, -73.73568)",FRANCIS LEWIS BOULEVARD         ,SUNRISE HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4060510,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
01/01/2019,12:30,BROOKLYN,11212,40.667454,-73.910164,"(40.667454, -73.910164)",,,519       ROCKAWAY AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4061383,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,12:30,BROOKLYN,11232,40.650963,-74.00642,"(40.650963, -74.00642)",,,437       41 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060595,Sedan,Sedan,,,
01/01/2019,12:30,QUEENS,11368,40.74114,-73.85747,"(40.74114, -73.85747)",,,53-19     103 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,4062343,Sedan,,,,
01/01/2019,12:30,STATEN ISLAND,10310,40.62495,-74.11426,"(40.62495, -74.11426)",,,651       BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060722,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,12:40,BROOKLYN,11232,40.65543,-74.003265,"(40.65543, -74.003265)",4 AVENUE                        ,34 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060827,Sedan,Sedan,,,
01/01/2019,12:49,QUEENS,11419,40.686005,-73.81738,"(40.686005, -73.81738)",126 STREET                      ,107 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4060495,Sedan,,,,
01/01/2019,12:50,BROOKLYN,11229,40.611015,-73.95292,"(40.611015, -73.95292)",,,2019      KINGS HIGHWAY                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060519,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,12:57,BROOKLYN,11235,40.584873,-73.95008,"(40.584873, -73.95008)",,,3399      SHORE PARKWAY                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4060615,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,12:58,QUEENS,11414,40.662273,-73.85428,"(40.662273, -73.85428)",79 STREET                       ,156 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4060497,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,12:58,BRONX,10455,40.814934,-73.91496,"(40.814934, -73.91496)",EAST 149 STREET                 ,BROOK AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4060505,Pick-up Truck,Sedan,,,
01/01/2019,13:00,BROOKLYN,11231,40.678555,-74.002106,"(40.678555, -74.002106)",,,664       HENRY STREET                  ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4060680,Sedan,,,,
01/01/2019,13:00,MANHATTAN,10021,40.77373,-73.96402,"(40.77373, -73.96402)",EAST 75 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060832,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,13:00,QUEENS,11101,40.753567,-73.93903,"(40.753567, -73.93903)",,,40-18     24 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4066278,Sedan,,,,
01/01/2019,13:00,QUEENS,11413,40.665497,-73.75573,"(40.665497, -73.75573)",SOUTH CONDUIT AVENUE            ,222 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4060511,Sedan,Sedan,,,
01/01/2019,13:00,,,40.611473,-74.17623,"(40.611473, -74.17623)",,,1100      SOUTH AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,4060528,Sedan,,,,
01/01/2019,13:30,BROOKLYN,11214,40.614582,-73.99961,"(40.614582, -73.99961)",,,1674      76 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4060514,Sedan,Sedan,,,
01/01/2019,13:35,BRONX,10467,40.865627,-73.86227,"(40.865627, -73.86227)",,,2701      BOSTON ROAD                   ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4060663,Sedan,Sedan,,,
01/01/2019,13:40,QUEENS,11106,40.754974,-73.93106,"(40.754974, -73.93106)",31 STREET                       ,37 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4056171,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,13:40,QUEENS,11375,40.7104,-73.83974,"(40.7104, -73.83974)",UNION TURNPIKE                  ,GREENWAY SOUTH,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4060639,Pick-up Truck,Pick-up Truck,,,
01/01/2019,13:40,STATEN ISLAND,10306,40.587074,-74.10393,"(40.587074, -74.10393)",SEAVER AVENUE                   ,RICHMOND ROAD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4060536,,,,,
01/01/2019,13:50,BROOKLYN,11205,40.698463,-73.960205,"(40.698463, -73.960205)",FLUSHING AVENUE                 ,KENT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4060547,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
01/01/2019,14:00,BROOKLYN,11220,40.646015,-74.00579,"(40.646015, -74.00579)",6 AVENUE                        ,46 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4060995,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,14:10,BROOKLYN,11218,40.64456,-73.98836,"(40.64456, -73.98836)",FORT HAMILTON PARKWAY           ,36 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4061135,Sedan,Sedan,,,
01/01/2019,14:10,,,40.74094,-74.007484,"(40.74094, -74.007484)",WEST 13 STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4060825,Station Wagon/Sport Utility Vehicle,Taxi,,,
01/01/2019,14:15,QUEENS,11413,40.672493,-73.741585,"(40.672493, -73.741585)",FRANCIS LEWIS BOULEVARD         ,137 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4060532,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,14:15,,,40.686077,-74.00038,"(40.686077, -74.00038)",BROOKLYN QUEENS EXPRESSWAY      ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4060687,Sedan,Sedan,,,
01/01/2019,14:18,BROOKLYN,11220,40.640415,-74.01162,"(40.640415, -74.01162)",6 AVENUE                        ,56 STREET,,1,0,1,0,0,0,0,0,,,,,,4060596,,,,,
01/01/2019,14:20,,,40.840836,-73.87258,"(40.840836, -73.87258)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Brakes Defective,Following Too Closely,Following Too Closely,Unspecified,Unspecified,4060599,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
01/01/2019,14:25,QUEENS,11369,40.76115,-73.87788,"(40.76115, -73.87788)",,,30-42     91 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4063099,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,14:30,BRONX,10466,40.89466,-73.86137,"(40.89466, -73.86137)",EAST 233 STREET                 ,BRONX BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060654,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,14:30,MANHATTAN,10031,40.822746,-73.94963,"(40.822746, -73.94963)",,,500       WEST 141 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4062995,Station Wagon/Sport Utility Vehicle,,,,
01/01/2019,14:30,,,40.665737,-73.75194,"(40.665737, -73.75194)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4060533,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,14:30,,,40.794052,-73.970375,"(40.794052, -73.970375)",WEST 96 STREET                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4060583,Sedan,Sedan,,,
01/01/2019,14:36,MANHATTAN,10002,40.72036,-73.988205,"(40.72036, -73.988205)",,,136       LUDLOW STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4060593,Sedan,,,,
01/01/2019,14:39,MANHATTAN,10037,40.817898,-73.938095,"(40.817898, -73.938095)",WEST 141 STREET                 ,LENOX AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4060661,Sedan,Sedan,Sedan,,
01/01/2019,14:40,QUEENS,11355,40.752068,-73.83067,"(40.752068, -73.83067)",CROMMELIN STREET                ,BLOSSOM AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4060570,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,14:45,MANHATTAN,10005,40.70408,-74.008995,"(40.70408, -74.008995)",WATER STREET                    ,HANOVER SQUARE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,4060627,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,14:45,QUEENS,11421,40.696136,-73.85284,"(40.696136, -73.85284)",WOODHAVEN BOULEVARD             ,85 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4061149,Station Wagon/Sport Utility Vehicle,Multi-Wheeled Vehicle,,,
01/01/2019,14:45,,,40.839615,-73.88443,"(40.839615, -73.88443)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4060669,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,14:48,BROOKLYN,11234,40.616673,-73.92563,"(40.616673, -73.92563)",EAST 51 STREET                  ,AVENUE O,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4060531,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
01/01/2019,14:54,,,40.620438,-74.1672,"(40.620438, -74.1672)",STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4060658,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,15:00,BRONX,10466,40.892624,-73.859924,"(40.892624, -73.859924)",,,645       EAST 231 STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,4060650,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,15:00,BROOKLYN,11208,40.67999,-73.872734,"(40.67999, -73.872734)",,,54        WELDON STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4060752,Sedan,,,,
01/01/2019,15:00,MANHATTAN,10013,40.71617,-73.99818,"(40.71617, -73.99818)",,,69        MOTT STREET                   ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4063039,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/01/2019,15:00,,,40.6828,-73.90638,"(40.6828, -73.90638)",BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4060665,Sedan,,,,
01/01/2019,15:03,BRONX,10475,40.88226,-73.82782,"(40.88226, -73.82782)",TILLOTSON AVENUE                ,DELAVALL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4061049,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,15:03,,,40.607655,-74.16246,"(40.607655, -74.16246)",,,1680      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060575,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,15:05,MANHATTAN,10012,40.719795,-73.99428,"(40.719795, -73.99428)",,,156       BOWERY                        ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4061591,Sedan,Sedan,,,
01/01/2019,15:10,BROOKLYN,11219,40.632103,-73.99335,"(40.632103, -73.99335)",,,1350      53 STREET                     ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4062940,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/01/2019,15:17,BRONX,10455,40.812695,-73.91526,"(40.812695, -73.91526)",,,545       EAST 146 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4068570,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
